From	Entry	Gene Names (primary)	Gene Ontology IDs
Q24048	Q24048	nrv2	GO:0001671; GO:0005886; GO:0005890; GO:0005918; GO:0006812; GO:0006883; GO:0007424; GO:0007605; GO:0019991; GO:0030007; GO:0030424; GO:0035151; GO:0035158; GO:0035159; GO:0036376; GO:0060857; GO:0061343; GO:1903408; GO:1990573
Q24733	Q24733		GO:0005524; GO:0005737; GO:0005856
Q24799	Q24799		
Q24UI6	Q24UI6	infB	GO:0003743; GO:0003924; GO:0005525; GO:0005737
Q25381	Q25381		GO:0005524; GO:0005737; GO:0005856
Q26065	Q26065		GO:0005524; GO:0005737; GO:0005856
Q26486	Q26486	FKBP46	GO:0003677; GO:0003755; GO:0005634
Q26534	Q26534	CL1	GO:0004197; GO:0005764; GO:0006508
Q27433	Q27433	mec-2	GO:0005272; GO:0005886; GO:0006813; GO:0007638; GO:0009612; GO:0015485; GO:0016021; GO:0032589; GO:0043005; GO:0050976; GO:1905789; GO:1905792
Q27802	Q27802	DYH1B	GO:0005524; GO:0005737; GO:0005874; GO:0005886; GO:0005929; GO:0007018; GO:0008569; GO:0030030; GO:0030286; GO:0045505; GO:0051959
Q28298	Q28298	RRBP1	GO:0007165; GO:0015031; GO:0030176
Q28824	Q28824	MYLK	GO:0001725; GO:0003779; GO:0004672; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0014820; GO:0030027; GO:0032154; GO:0046872
Q28DG7	Q28DG7	ubac1	GO:0000151; GO:0005737; GO:0016567
Q28GL3	Q28GL3	rnft1	GO:0005783; GO:0005789; GO:0016021; GO:0046872; GO:0061630; GO:1904294
Q29FF7	Q29FF7	MED14	GO:0003712; GO:0006357; GO:0016592
Q2HJF4	Q2HJF4	PBLD	GO:0005737; GO:0009058; GO:0016853; GO:0030277; GO:0030512; GO:0042802; GO:0060392
Q2IGM4	Q2IGM4	fmt	GO:0004479
Q2KHX4	Q2KHX4	SEC61A2	GO:0005048; GO:0005784; GO:0006616; GO:0008320; GO:0016021; GO:0031204; GO:0043022
Q2KI24	Q2KI24	MTHFSD	GO:0003723; GO:0005737
Q2KIK3	Q2KIK3	SMIM14	GO:0001835; GO:0005783; GO:0005789; GO:0016021
Q2KIR1	Q2KIR1	SNRPA	GO:0000398; GO:0003723; GO:0005654; GO:0005681; GO:0005685; GO:0030619; GO:0042802; GO:0046540
Q2KIV2	Q2KIV2	TIMM9	GO:0005743; GO:0015031; GO:0046872
Q2KJC3	Q2KJC3	MPEG1	GO:0016021; GO:0030659; GO:0031410; GO:0035915; GO:0042742; GO:0045087; GO:0045335; GO:0050829; GO:0050830
Q2KJC9	Q2KJC9	ALDH7A1	GO:0004029; GO:0004043; GO:0005634; GO:0005739; GO:0005829; GO:0008802; GO:0019285; GO:0042802; GO:0043878
Q2L969	Q2L969	MTX2	GO:0001401; GO:0005737; GO:0006839; GO:0007005; GO:0015031
Q2M2T6	Q2M2T6	WDR83OS	GO:0030176; GO:0044183; GO:0045048
Q2NKR1	Q2NKR1	TIMM10	GO:0005743; GO:0032977; GO:0042719; GO:0042721; GO:0042803; GO:0045039; GO:0046872; GO:0051087
Q2PZL6	Q2PZL6	Fat4	GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0072006; GO:0072137; GO:0072307; GO:0098609
Q2T9M0	Q2T9M0		GO:0005737; GO:0005813
Q2T9T0	Q2T9T0	PPP1R32	GO:0005737; GO:0005929; GO:0019902
Q2YDN4	Q2YDN4	CCDC105	
Q32KL8	Q32KL8	TBATA	GO:0005829; GO:0007283; GO:0030154
Q32KN8	Q32KN8	TUBA3	GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874
Q32KU3	Q32KU3	MORN2	
Q32LC7	Q32LC7	G3BP1	GO:0003677; GO:0003678; GO:0003724; GO:0003729; GO:0004519; GO:0005524; GO:0005634; GO:0005829; GO:0010494; GO:0016887; GO:0032481; GO:0033677; GO:0034063; GO:0043204; GO:0045087; GO:0051607; GO:0062029; GO:0090090; GO:1990904
Q32NR4	Q32NR4	ttc29	GO:0003341; GO:0005737; GO:0005856; GO:0036126
Q32PD0	Q32PD0	FCF1	GO:0005730; GO:0006364; GO:0032040
Q32PI6	Q32PI6	MRPL4	GO:0003735; GO:0005743; GO:0005762; GO:0006412
Q32PI8	Q32PI8	MRPS27	GO:0000049; GO:0005739; GO:0005743; GO:0005763; GO:0008283; GO:0019843; GO:0070131; GO:0097177
Q32TF8	Q32TF8	efhc2	GO:0000281; GO:0005879; GO:0005930; GO:0007052; GO:0010975; GO:0039010; GO:0043014; GO:0060285; GO:0072686; GO:1903251
Q34941	Q34941	COI	GO:0004129; GO:0005743; GO:0006119; GO:0016021; GO:0020037; GO:0045277; GO:0046872
Q34946	Q34946	ATP6	GO:0005743; GO:0015078; GO:0015986; GO:0016021; GO:0045263
Q34947	Q34947	ND5	GO:0005743; GO:0008137; GO:0016021; GO:0042773; GO:0070469
Q35242	Q35242	COIII	GO:0004129; GO:0005743; GO:0016021; GO:0019646
Q36455	Q36455	MT-CO3	GO:0004129; GO:0005739; GO:0005751; GO:0006123; GO:0008535; GO:0009055; GO:0009060; GO:0015453; GO:0016021; GO:0045277
Q39575	Q39575	ODA2	GO:0005524; GO:0005737; GO:0005874; GO:0008569; GO:0030286; GO:0031514; GO:0036158; GO:0045505; GO:0051959; GO:0060294
Q3B8H3	Q3B8H3	tmem11-b	GO:0007005; GO:0031305
Q3BAI2	Q3BAI2		GO:0009507
Q3EC11	Q3EC11	PAT23	GO:0000139; GO:0005783; GO:0005794; GO:0006612; GO:0016021; GO:0018230; GO:0019706
Q3KQ77	Q3KQ77	clxn	GO:0003341; GO:0003352; GO:0005509; GO:0005929; GO:0036158; GO:1901317
Q3MHN0	Q3MHN0	PSMB6	GO:0004175; GO:0004298; GO:0005654; GO:0005829; GO:0005839; GO:0010498; GO:0019774
Q3MIF4	Q3MIF4	Xylb	GO:0004856; GO:0005524; GO:0005829; GO:0005997; GO:0016310; GO:0016773; GO:0042732
Q3S8M4	Q3S8M4	ELOVL4	GO:0005783; GO:0006636; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0034625; GO:0034626; GO:0035338; GO:0042761; GO:0102756
Q3T0Q2	Q3T0Q2	TMEM59	GO:0000139; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0006914; GO:0010508; GO:0016021; GO:0031902
Q3T108	Q3T108	PSMB4	GO:0005634; GO:0005654; GO:0005739; GO:0005839; GO:0010498; GO:0019774; GO:0036064
Q3U284	Q3U284	Tmem231	GO:0001701; GO:0001944; GO:0007224; GO:0016020; GO:0016021; GO:0032880; GO:0035869; GO:0036038; GO:0042733; GO:0043010; GO:0060170; GO:0060271; GO:0060563
Q3UGF1	Q3UGF1	Wdr19	GO:0000902; GO:0001701; GO:0001750; GO:0005737; GO:0005856; GO:0005929; GO:0007224; GO:0008406; GO:0030326; GO:0030991; GO:0031076; GO:0031514; GO:0032391; GO:0035721; GO:0042471; GO:0048701; GO:0050877; GO:0055123; GO:0060271; GO:0060830; GO:0060831; GO:0061055; GO:0061512; GO:0065003; GO:0097730; GO:1903441
Q3ZBH0	Q3ZBH0	CCT2	GO:0002199; GO:0005524; GO:0005832; GO:0005874; GO:0006457; GO:0007339; GO:0016887; GO:0031625; GO:0032212; GO:0044297; GO:0050821; GO:0051082; GO:0051086; GO:0051131; GO:0051973; GO:0090666; GO:0140662; GO:1901998; GO:1904851; GO:1904874
Q3ZCX4	Q3ZCX4	ZNF568	GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001701; GO:0005634; GO:0006357; GO:0045892; GO:0046872; GO:0060669
Q40375	Q40375	PRP2	GO:0005199; GO:0005576
Q494W8	Q494W8	CHRFAM7A	GO:0004888; GO:0005231; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0022848; GO:0030594; GO:0034220; GO:0042166; GO:0042391; GO:0043005; GO:0045202; GO:0050877; GO:1904315
Q497Q6	Q497Q6	Fam228b	
Q4KLF5	Q4KLF5	btf3l4	
Q4LDE5	Q4LDE5	SVEP1	GO:0003017; GO:0003682; GO:0005509; GO:0005615; GO:0005634; GO:0005737; GO:0007155; GO:0008544; GO:0010467; GO:0016020; GO:0036303; GO:0048014; GO:0120193
Q4PM12	Q4PM12	RpL36	GO:0003735; GO:0005829; GO:0005840; GO:0006412; GO:1990904
Q4PM47	Q4PM47	RpS29	GO:0002181; GO:0003735; GO:0005791; GO:0008270; GO:0022627; GO:0042788
Q4R559	Q4R559	GOT2	GO:0004069; GO:0005739; GO:0005759; GO:0005886; GO:0006103; GO:0006531; GO:0006536; GO:0006869; GO:0009058; GO:0016212; GO:0030170
Q4R5P3	Q4R5P3	RPL10A	GO:0003723; GO:0003735; GO:0006412; GO:0015934
Q4R744	Q4R744	HEATR9	
Q4R8T1	Q4R8T1	EFCAB6	GO:0005509; GO:0005634
Q4VBT2	Q4VBT2	noc4l	GO:0005730; GO:0016021; GO:0030692; GO:0031965; GO:0032040; GO:0042254
Q502E5	Q502E5	smim8	GO:0016021
Q502G5	Q502G5		
Q502L2	Q502L2	pgam5	GO:0004722; GO:0005739; GO:0005741; GO:0012501; GO:0016021; GO:0017018; GO:0035970; GO:0090141
Q502W6	Q502W6	VWA3B	GO:0005654; GO:0005829
Q53FA7	Q53FA7	TP53I3	GO:0003960; GO:0005829; GO:0006739; GO:0016651; GO:0042803; GO:0048038; GO:0070402
Q53H47	Q53H47	SETMAR	GO:0000014; GO:0000729; GO:0000737; GO:0003677; GO:0003690; GO:0003697; GO:0004519; GO:0005634; GO:0005730; GO:0006303; GO:0006325; GO:0008270; GO:0008283; GO:0010452; GO:0015074; GO:0031297; GO:0035861; GO:0042800; GO:0042803; GO:0044547; GO:0044774; GO:0046975; GO:0051568; GO:0090305; GO:0097676; GO:2000373; GO:2001034; GO:2001251
Q53HC0	Q53HC0	CCDC92	GO:0005654; GO:0005737; GO:0005813; GO:0005814; GO:0042802; GO:0043231; GO:0045087; GO:0050688
Q54IT3	Q54IT3	maoA	GO:0097621
Q54KD0	Q54KD0		
Q55E58	Q55E58	pats1	GO:0000281; GO:0004438; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005829; GO:0006468; GO:0006470; GO:0042641; GO:0046856; GO:0099139; GO:0106310
Q57951	Q57951		
Q588U8	Q588U8	CFDP2	GO:0003824; GO:0005634; GO:0005737
Q58A65	Q58A65	Spag9	GO:0001933; GO:0005078; GO:0005737; GO:0005765; GO:0005829; GO:0008432; GO:0016192; GO:0019894; GO:0030159; GO:0030335; GO:0032418; GO:0034451; GO:0042147; GO:0042802; GO:0043410; GO:0045665; GO:0045666; GO:0048471; GO:0051146; GO:1903860
Q58CN9	Q58CN9	NAPEPLD	GO:0000139; GO:0001659; GO:0005635; GO:0005654; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0009395; GO:0031901; GO:0032052; GO:0042802; GO:0043227; GO:0048874; GO:0050729; GO:0070290; GO:0070291; GO:0070292; GO:0090336; GO:0102200
Q58D31	Q58D31	SORD	GO:0003939; GO:0006062; GO:0008270; GO:0030317; GO:0031514; GO:0031966; GO:0046526
Q59SF7	Q59SF7	PIR1	GO:0005199; GO:0005576; GO:0009277; GO:0030445; GO:0031505; GO:0071502
Q5DU00	Q5DU00	Dcdc2	GO:0001764; GO:0005737; GO:0005815; GO:0005829; GO:0005856; GO:0005874; GO:0005929; GO:0005930; GO:0007605; GO:0008542; GO:0015630; GO:0019228; GO:0019894; GO:0030111; GO:0034451; GO:0035249; GO:0035556; GO:0045202; GO:0045880; GO:0048813; GO:0060091; GO:0060271; GO:0072686; GO:1902017
Q5DU56	Q5DU56	Nlrc3	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0031396; GO:0032088; GO:0032496; GO:0032687; GO:0032688; GO:0032691; GO:0032695; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
Q5EA68	Q5EA68	SEC61A1	GO:0005048; GO:0005784; GO:0005789; GO:0006613; GO:0006616; GO:0008320; GO:0030176; GO:0031204; GO:0039019; GO:0043022; GO:0045047; GO:0045048
Q5F362	Q5F362	TMEM30A	GO:0001750; GO:0001917; GO:0005783; GO:0005794; GO:0005886; GO:0016021; GO:0016324; GO:0030658; GO:0045332; GO:1990531
Q5FYB0	Q5FYB0	ARSJ	GO:0004065; GO:0005576; GO:0005788; GO:0015629; GO:0046872
Q5G265	Q5G265	PRSS12	GO:0004252; GO:0005044; GO:0005576; GO:0005886; GO:0006508; GO:0006887; GO:0030424
Q5HZL4	Q5HZL4	pclaf	GO:0003682; GO:0005634; GO:0006260; GO:0006974; GO:0007098; GO:0009411; GO:0019985; GO:0048471; GO:0051726
Q5K651	Q5K651	SAMD9	GO:0005737; GO:0005829; GO:0034058; GO:0043231
Q5KR61	Q5KR61	Pigv	GO:0000009; GO:0000030; GO:0004376; GO:0005789; GO:0006506; GO:0016021; GO:0031501
Q5M9G3	Q5M9G3	Caprin1	GO:0000932; GO:0003723; GO:0005737; GO:0005829; GO:0010494; GO:0017148; GO:0030027; GO:0030154; GO:0030425; GO:0031252; GO:0045202; GO:0050775; GO:0061003; GO:0098794; GO:0098978
Q5NVR2	Q5NVR2	MDH2	GO:0005759; GO:0006099; GO:0006108; GO:0009060; GO:0030060; GO:0042803
Q5PQQ6	Q5PQQ6	Iqcg	GO:0002177; GO:0005516; GO:0005737; GO:0005829; GO:0007286; GO:0007288; GO:0030544; GO:0031514; GO:0036126; GO:0044782
Q5PQR5	Q5PQR5	Imp4	GO:0005730; GO:0006364; GO:0030515; GO:0030684; GO:0032040; GO:0034457; GO:0042134
Q5R4M2	Q5R4M2	ULK4	GO:0004674; GO:0005524; GO:0006468; GO:0106310
Q5R548	Q5R548	SAR1A	GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0030127; GO:0090110
Q5R5L7	Q5R5L7	ARRDC3	GO:0005764; GO:0005769; GO:0005886
Q5R648	Q5R648	COPS4	GO:0000338; GO:0008021; GO:0008180; GO:0070161
Q5R6L8	Q5R6L8	PIGK	GO:0003923; GO:0006508; GO:0016255; GO:0042765
Q5R806	Q5R806	PTGR2	GO:0005737; GO:0006693; GO:0036132; GO:0047522
Q5R941	Q5R941	FKBP14	GO:0003755; GO:0005509; GO:0005788
Q5R9I5	Q5R9I5	DARS1	GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0017101
Q5RBR6	Q5RBR6	SPRYD3	
Q5RBT3	Q5RBT3	NAA35	GO:0005654; GO:0005737; GO:0005829; GO:0005844; GO:0005886; GO:0017196; GO:0031417; GO:0043066; GO:0048659
Q5RD69	Q5RD69	SPOCK3	GO:0005509; GO:0005539; GO:0005576; GO:0008191; GO:0019800
Q5RF02	Q5RF02	CCT5	GO:0005524; GO:0005815; GO:0005832; GO:0016887; GO:0031681; GO:0051082; GO:0140662
Q5RFU0	Q5RFU0	SIAE	GO:0005764; GO:0106330; GO:0106331
Q5RH51	Q5RH51	fam20b	GO:0000139; GO:0005524; GO:0005794; GO:0016021; GO:0016301; GO:0016310; GO:0016773; GO:0030166; GO:0046872; GO:0048701
Q5RHP9	Q5RHP9	ERICH3	
Q5RHR6	Q5RHR6	tbc1d32	GO:0005737; GO:0005929; GO:0035082; GO:0060271; GO:1905515
Q5SUV2	Q5SUV2	Mycbpap	GO:0005737; GO:0007268; GO:0007283; GO:0016020; GO:0030154; GO:0045202
Q5T0N1	Q5T0N1	CFAP70	GO:0003341; GO:0005930; GO:0031514; GO:0036064; GO:0036126; GO:0036157; GO:0060271; GO:0070062
Q5T1B0	Q5T1B0	AXDND1	
Q5T200	Q5T200	ZC3H13	GO:0003723; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0016607; GO:0036396; GO:0046872; GO:0080009; GO:2000036
Q5TCS8	Q5TCS8	AK9	GO:0004017; GO:0004550; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006174; GO:0006186; GO:0006756; GO:0006757; GO:0031965; GO:0050145; GO:0061508; GO:0061565; GO:0061566; GO:0061567; GO:0061568; GO:0061569; GO:0061570; GO:0061571
Q5THR3	Q5THR3	EFCAB6	GO:0005509; GO:0005654
Q5U4F6	Q5U4F6	Dync2i2	GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0005868; GO:0005929; GO:0005930; GO:0007018; GO:0030175; GO:0035721; GO:0036064; GO:0042073; GO:0045503; GO:0045504; GO:0060271; GO:0097014
Q5W5X9	Q5W5X9	TTC23	GO:0005929; GO:0045880
Q5XH16	Q5XH16	snu13	GO:0000398; GO:0005634; GO:0005690; GO:0005730; GO:0030622; GO:0042254; GO:0046540; GO:0071005
Q5XIA9	Q5XIA9	Klhdc8b	GO:0005737; GO:0030496; GO:0045171; GO:0098813; GO:0110070; GO:0140014; GO:1902410
Q5XJD3	Q5XJD3	fip1l1	GO:0005847; GO:0006378; GO:0098789
Q5XJS5	Q5XJS5	thoc6	GO:0000346; GO:0000347; GO:0003723; GO:0006397; GO:0006406; GO:0006915; GO:0008380; GO:0016607
Q5ZIZ2	Q5ZIZ2	SMYD5	GO:0034773; GO:0042799; GO:0045814; GO:0046872; GO:2000035; GO:2000736
Q5ZK63	Q5ZK63	SUB1	GO:0003677; GO:0003713; GO:0005634; GO:0005667; GO:0060261
Q5ZLK5	Q5ZLK5	P4HA2	GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0018401; GO:0031418
Q5ZMH1	Q5ZMH1	SEPTIN2	GO:0003924; GO:0005525; GO:0005737; GO:0005819; GO:0005940; GO:0007224; GO:0008021; GO:0008104; GO:0015630; GO:0017157; GO:0030496; GO:0031105; GO:0032153; GO:0032154; GO:0060090; GO:0060170; GO:0060271; GO:0061640
Q60HG0	Q60HG0	FKTN	GO:0005634; GO:0005794; GO:0005801; GO:0006493; GO:0016780; GO:0030173; GO:0035269
Q60HH8	Q60HH8	ALDH3A2	GO:0005789; GO:0006631; GO:0016021; GO:0043878; GO:0046458; GO:0050061; GO:0052814
Q61687	Q61687	Atrx	GO:0000212; GO:0000228; GO:0000779; GO:0000781; GO:0000792; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005721; GO:0005737; GO:0006281; GO:0006334; GO:0006336; GO:0006338; GO:0006366; GO:0007283; GO:0010571; GO:0015616; GO:0016604; GO:0016605; GO:0016887; GO:0030330; GO:0030900; GO:0031297; GO:0031490; GO:0032206; GO:0035064; GO:0035128; GO:0035264; GO:0042393; GO:0045944; GO:0046872; GO:0060009; GO:0070087; GO:0070192; GO:0070198; GO:0072520; GO:0072711; GO:0099115; GO:0140658; GO:1900112; GO:1901581; GO:1901582; GO:1904908
Q61941	Q61941	Nnt	GO:0001933; GO:0005739; GO:0005743; GO:0006740; GO:0008746; GO:0010918; GO:0016021; GO:0032364; GO:0043066; GO:0045454; GO:0050661; GO:0051287; GO:0072593; GO:0098869; GO:1902600; GO:1903285
Q62267	Q62267	Sprr1b	GO:0001533; GO:0005200; GO:0005794; GO:0008360; GO:0031424; GO:0048471
Q62760	Q62760	Tomm20	GO:0005739; GO:0005740; GO:0005741; GO:0005742; GO:0006626; GO:0014850; GO:0015450; GO:0016031; GO:0030150; GO:0030943; GO:0031307; GO:0044233; GO:0051082; GO:0097225; GO:1905242
Q63170	Q63170	Dnah7	GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0036159; GO:0045505; GO:0051959
Q64610	Q64610	Enpp2	GO:0001953; GO:0003676; GO:0004528; GO:0004551; GO:0004622; GO:0005044; GO:0005509; GO:0005615; GO:0005737; GO:0005794; GO:0006644; GO:0006955; GO:0008270; GO:0008284; GO:0009395; GO:0010634; GO:0030149; GO:0030247; GO:0030334; GO:0034638; GO:0044849; GO:0045765; GO:0047391; GO:0048714; GO:0050731; GO:0051894; GO:0060326; GO:0071276; GO:0071392; GO:1900026; GO:1903165; GO:2000394
Q66H39	Q66H39	Abcf3	GO:0005524; GO:0051607
Q66H91	Q66H91	Git2	GO:0005096; GO:0005654; GO:0007420; GO:0008277; GO:0031267; GO:0032012; GO:0036465; GO:0044305; GO:0044877; GO:0045202; GO:0046872; GO:0048266; GO:0099171; GO:2000300
Q66S61	Q66S61	MBL2	GO:0001867; GO:0005537; GO:0005576; GO:0005581; GO:0006958
Q68CZ1	Q68CZ1	RPGRIP1L	GO:0001701; GO:0001736; GO:0001822; GO:0001889; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005879; GO:0005886; GO:0005911; GO:0005923; GO:0005929; GO:0005930; GO:0007163; GO:0007368; GO:0008589; GO:0021532; GO:0021549; GO:0021670; GO:0021772; GO:0022038; GO:0031870; GO:0032391; GO:0035115; GO:0035116; GO:0035253; GO:0035869; GO:0036064; GO:0043584; GO:0045744; GO:0046548; GO:0060039; GO:0090102; GO:1905515
Q68EK2	Q68EK2	calcrla	GO:0001525; GO:0001605; GO:0001635; GO:0001756; GO:0004948; GO:0005886; GO:0007166; GO:0007188; GO:0007189; GO:0008528; GO:0016021; GO:0048844; GO:0055064
Q68EV6	Q68EV6	mrpl28	GO:0003735; GO:0005762
Q68FX9	Q68FX9	Sirt5	GO:0002931; GO:0005634; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0005829; GO:0006476; GO:0008270; GO:0010566; GO:0010667; GO:0016740; GO:0031667; GO:0034979; GO:0036046; GO:0036047; GO:0036048; GO:0036049; GO:0036054; GO:0036055; GO:0061697; GO:0061698; GO:0070403; GO:1904229; GO:2000378
Q69ZQ1	Q69ZQ1	Myorg	GO:0004553; GO:0005789; GO:0005975; GO:0016021; GO:0031965; GO:0043568; GO:0048741; GO:0051897
Q6A4L0	Q6A4L0	Slc22a13	GO:0002854; GO:0005783; GO:0005794; GO:0005886; GO:0015747; GO:0016021; GO:0016324; GO:0045922; GO:0090416; GO:2001142
Q6AXT0	Q6AXT0	Mrpl37	GO:0003735; GO:0005739; GO:0005762; GO:0006412
Q6AYJ3	Q6AYJ3	Spata6l	GO:0007283; GO:0032027; GO:0097224
Q6AZN4	Q6AZN4	mrpl15	GO:0003735; GO:0005762; GO:0006412
Q6DGL7	Q6DGL7	tmem147	GO:0005789; GO:0005886; GO:0016021; GO:0043022
Q6DIB5	Q6DIB5	Megf10	GO:0001849; GO:0001891; GO:0005044; GO:0005112; GO:0005886; GO:0014719; GO:0014816; GO:0014841; GO:0016021; GO:0022409; GO:0033002; GO:0034109; GO:0042995; GO:0043277; GO:0043652; GO:0043654; GO:0048627; GO:0048641; GO:0051147; GO:0051451; GO:0055001; GO:1902742; GO:2000288
Q6DJF8	Q6DJF8	mettl23	GO:0005634; GO:0005737; GO:0006325; GO:0034971; GO:0035242; GO:0035642
Q6F482	Q6F482	RpL39	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q6GL69	Q6GL69	nifk	GO:0000463; GO:0003723; GO:0005730
Q6GLN5	Q6GLN5	ndfip1	GO:0000139; GO:0007034; GO:0016021; GO:0030001
Q6GM82	Q6GM82	gpt2	GO:0004021; GO:0006103; GO:0009058; GO:0030170; GO:0042851; GO:0042853
Q6H236	Q6H236	PEG3	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0046872
Q6IP18	Q6IP18	rpa2-a	GO:0000076; GO:0000723; GO:0000724; GO:0000785; GO:0003684; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006284; GO:0006289; GO:0006298; GO:0016605; GO:0034502
Q6IP59	Q6IP59	slc44a2	GO:0016021; GO:0022857
Q6IWH7	Q6IWH7	ANO7	GO:0005229; GO:0005254; GO:0005783; GO:0005829; GO:0005886; GO:0006821; GO:0016021; GO:0034220; GO:0046983; GO:0055085; GO:0061588; GO:0070161; GO:1902476
Q6JHU9	Q6JHU9	Crebbp	GO:0000122; GO:0000123; GO:0000785; GO:0000940; GO:0000977; GO:0001093; GO:0001223; GO:0002039; GO:0003677; GO:0003682; GO:0003684; GO:0003713; GO:0003714; GO:0004402; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006355; GO:0006473; GO:0007616; GO:0008140; GO:0008270; GO:0008283; GO:0010628; GO:0016407; GO:0016573; GO:0016604; GO:0018076; GO:0019904; GO:0030511; GO:0030718; GO:0031490; GO:0031648; GO:0032688; GO:0032793; GO:0032991; GO:0034644; GO:0035729; GO:0042975; GO:0043426; GO:0045893; GO:0045944; GO:0046332; GO:0048148; GO:0048511; GO:0048525; GO:0060325; GO:0060355; GO:0060999; GO:0061629; GO:0061733; GO:0070555; GO:0090575; GO:0097718; GO:0098586; GO:0140297; GO:1900087; GO:1901224; GO:1990258
Q6MFY5	Q6MFY5	Polr1h	GO:0003676; GO:0005736; GO:0006363; GO:0006379; GO:0008270
Q6NSR3	Q6NSR3	Adck2	GO:0004674; GO:0005524; GO:0005739; GO:0016021; GO:0016310
Q6NTR1	Q6NTR1	mettl13	GO:0008168; GO:0032259
Q6NV83	Q6NV83	U2surp	GO:0003723; GO:0005634; GO:0005654; GO:0006396
Q6NWZ9	Q6NWZ9	cdo1	GO:0008198; GO:0008270; GO:0016151; GO:0016702; GO:0017172; GO:0019448; GO:0042412
Q6NY74	Q6NY74	rpa1	GO:0000724; GO:0003684; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006268; GO:0006289; GO:0007004; GO:0007507; GO:0016605; GO:0034502; GO:0043047; GO:0046872; GO:0051321
Q6P1V3	Q6P1V3	wsb1	GO:0000209; GO:0035556
Q6P5I8	Q6P5I8	yipf5	GO:0005789; GO:0005802; GO:0006888; GO:0015031; GO:0016021; GO:0048280; GO:0060628
Q6P5L7	Q6P5L7	arglu1a	GO:0005654; GO:0005739
Q6P7L9	Q6P7L9	eif3e	GO:0001732; GO:0003743; GO:0005634; GO:0005852; GO:0006413; GO:0016282; GO:0033290; GO:0071540
Q6P8E9	Q6P8E9	snu13	GO:0000398; GO:0005634; GO:0005690; GO:0005730; GO:0030622; GO:0042254; GO:0046540; GO:0071005
Q6PBK3	Q6PBK3	rps28	GO:0000028; GO:0002181; GO:0003735; GO:0022627; GO:0030490; GO:0042788; GO:0098556
Q6PBS6	Q6PBS6	tmem258	GO:0005737; GO:0006487; GO:0016020; GO:0016021; GO:0032991; GO:0034998; GO:0043227
Q6PFL8	Q6PFL8	thyn1	GO:0005634
Q6RY07	Q6RY07	Chia	GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005576; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0019900; GO:0032722
Q6V0I7	Q6V0I7	FAT4	GO:0005509; GO:0005886; GO:0007156; GO:0007157; GO:0016021; GO:0021987; GO:0022008; GO:0035329; GO:0070062; GO:0098609
Q6VVW9	Q6VVW9	Cyp2r1	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008395; GO:0016712; GO:0020037; GO:0030343; GO:0036378; GO:0042359; GO:0042803; GO:0043231; GO:1902271
Q6XPR3	Q6XPR3	RPTN	GO:0001533; GO:0005509; GO:0005576; GO:0005829; GO:0046914
Q6ZMT9	Q6ZMT9	DTHD1	GO:0007165
Q6ZN11	Q6ZN11	ZNF793	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
